ID;Perioden;TotaleBevolking_1;Mannen_2;Vrouwen_3;TotaleBevolking_4;Ongehuwd_5;Gehuwd_6;Verweduwd_7;Gescheiden_8;TotaleBevolking_9;JongerDan20Jaar_10;k_20Tot40Jaar_11;k_40Tot65Jaar_12;k_65Tot80Jaar_13;k_80JaarOfOuder_14;JongerDan20Jaar_15;k_20Tot40Jaar_16;k_40Tot65Jaar_17;k_65Tot80Jaar_18;k_80JaarOfOuder_19;TotaleDruk_20;GroeneDruk_21;GrijzeDruk_22;TotaleBevolking_23;Mannen_24;Vrouwen_25;TotaleBevolking_26;NederlandseAchtergrond_27;MetMigratieachtergrond_28;MetMigratieachtergrondRelatief_29;WesterseMigratieachtergrond_30;TotaalNietWesters_31;Marokko_32;VoormaligNedAntillenAruba_33;Suriname_34;Turkije_35;OverigNietWesters_36;TotaalEersteGeneratie_37;WesterseEersteGeneratie_38;TotaalNietWesters_39;Marokko_40;VoormaligNedAntillenAruba_41;Suriname_42;Turkije_43;OverigNietWesters_44;TotaalTweedeGeneratie_45;WesterseTweedeGeneratie_46;TotaalNietWesters_47;Marokko_48;VoormaligNedAntillenAruba_49;Suriname_50;Turkije_51;OverigNietWesters_52;TotaalHuishoudens_53;Eenpersoonshuishoudens_54;Meerpersoonshuishoudens_55;GemiddeldeHuishoudensgrootte_56;PersonenInInstitutioneleHuishoudens_57;TotaleBevolkingsgroei_58;TotaleBevolkingsgroeiRelatief_59;Levendgeborenen_60;Overledenen_61;Geboorteoverschot_62;GeboorteoverschotRelatief_63;Immigratie_64;EmigratieInclusiefAdministratieveC_65;MigratiesaldoInclusiefAdministratie_66;MigratiesaldoInclusiefCoRelatief_67;OverigeCorrecties_68;Bevolkingsdichtheid_69
32;1982JJ00;14285829;7081566;7204263;14285829;6259816;6870988;777553;377472;14285829;4330786;4607340;3679442;1332480;335781;    30.3;    32.3;    25.8;     9.3;     2.4;    72.4;    52.3;    20.1;    34.9;    33.6;    36.1;14285829;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;5239;1240;3999;    2.69;       .;53722;     3.8;172071;117264;54807;     3.8;70740;72024;-1284;    -0.1;199;421
33;1983JJ00;14339551;7102598;7236953;14339551;6238717;6905257;786477;409100;14339551;4252760;4676776;3721901;1343109;345005;    29.7;    32.6;    26.0;     9.4;     2.4;    70.7;    50.6;    20.1;    35.1;    33.9;    36.3;14339551;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;5367;1343;4024;    2.63;       .;55038;     3.8;170246;117761;52485;     3.7;66762;64431;2331;     0.2;222;423
34;1984JJ00;14394589;7124152;7270437;14394589;6261073;6884996;798174;450346;14394589;4167550;4739037;3779544;1350817;357641;    29.0;    32.9;    26.3;     9.4;     2.5;    69.0;    48.9;    20.1;    35.4;    34.1;    36.6;14394589;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;5494;1449;4045;    2.58;       .;59244;     4.1;174436;119812;54624;     3.8;66907;61774;5133;     0.4;-513;424
35;1985JJ00;14453833;7149620;7304213;14453833;6285610;6869619;808543;490061;14453833;4084506;4795956;3843625;1359038;370708;    28.3;    33.2;    26.6;     9.4;     2.6;    67.3;    47.3;    20.0;    35.6;    34.4;    36.9;14453833;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;5613;1556;4057;    2.54;290;75597;     5.2;178136;122704;55432;     3.8;79362;59475;19887;     1.4;278;426
36;1986JJ00;14529430;7184538;7344892;14529430;6323365;6859886;818352;527827;14529430;4018630;4863855;3877757;1386796;382392;    27.7;    33.5;    26.7;     9.5;     2.6;    66.2;    46.0;    20.2;    35.9;    34.6;    37.1;14529430;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;5711;1604;4107;    2.51;       .;85695;     5.9;184513;125307;59206;     4.1;87387;60607;26780;     1.8;-291;428
37;1987JJ00;14615125;7224323;7390802;14615125;6356280;6879804;826934;552107;14615125;3968023;4854891;3988197;1411662;392352;    27.2;    33.2;    27.3;     9.7;     2.7;    65.3;    44.9;    20.4;    36.1;    34.8;    37.3;14615125;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;5814;1658;4156;    2.49;       .;99823;     6.8;186667;122199;64468;     4.4;95935;60844;35091;     2.4;264;431
38;1988JJ00;14714948;7273611;7441337;14714948;6405860;6898335;836619;574134;14714948;3922311;4862329;4090241;1434264;405803;    26.7;    33.0;    27.8;     9.7;     2.8;    64.4;    43.8;    20.6;    36.2;    34.9;    37.5;14714948;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;5837;1677;4160;    2.48;       .;90292;     6.1;186647;124163;62484;     4.2;91238;63996;27242;     1.8;566;434
39;1989JJ00;14805240;7316590;7488650;14805240;6446803;6916716;845193;596528;14805240;3874701;4879741;4173791;1458653;418354;    26.2;    33.0;    28.2;     9.9;     2.8;    63.5;    42.8;    20.7;    36.4;    35.1;    37.7;14805240;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;5938;1721;4218;    2.45;       .;87334;     5.9;188979;128905;60074;     4.0;98914;72063;26851;     1.8;409;436
40;1990JJ00;14892574;7358482;7534092;14892574;6464971;6956510;853599;617494;14892574;3822205;4912128;4252617;1477909;427715;    25.7;    33.0;    28.6;     9.9;     2.9;    62.5;    41.7;    20.8;    36.6;    35.3;    37.9;14892574;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;6061;1813;4249;    2.42;272;117871;     7.9;197965;128824;69141;     4.6;117350;68939;48411;     3.2;319;439
41;1991JJ00;15010445;7419501;7590944;15010445;6518388;6995091;861207;635759;15010445;3786164;4960023;4330616;1496394;437248;    25.2;    33.0;    28.9;    10.0;     2.9;    61.6;    40.8;    20.8;    36.8;    35.4;    38.1;15010445;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;6164;1844;4320;    2.40;       .;118705;     7.9;198665;129958;68707;     4.6;120249;70639;49610;     3.3;388;442
42;1992JJ00;15129150;7480422;7648728;15129150;6572603;7036575;866367;653605;15129150;3762239;4998563;4408652;1515408;444288;    24.9;    33.0;    29.1;    10.0;     2.9;    60.8;    40.0;    20.8;    36.9;    35.6;    38.2;15129150;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;6266;1913;4353;    2.38;250;110032;     7.3;196734;129887;66847;     4.4;116926;73808;43118;     2.8;67;446
43;1993JJ00;15239182;7535268;7703914;15239182;6626044;7064236;871905;676997;15239182;3746470;5014662;4492523;1529136;456391;    24.6;    32.9;    29.5;    10.0;     3.0;    60.3;    39.4;    20.9;    37.1;    35.8;    38.4;15239182;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;6368;1968;4401;    2.36;       .;102371;     6.7;195748;137795;57953;     3.8;119154;74788;44366;     2.9;52;449
44;1994JJ00;15341553;7585887;7755666;15341553;6688832;7075002;876986;700733;15341553;3751154;5011430;4570975;1543699;464295;    24.5;    32.7;    29.8;    10.1;     3.0;    60.1;    39.1;    21.0;    37.2;    35.9;    38.5;15341553;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;6445;2003;4442;    2.35;       .;82569;     5.4;195611;133471;62140;     4.0;99311;79228;20083;     1.3;346;452
45;1995JJ00;15424122;7627482;7796640;15424122;6735614;7081536;875647;731325;15424122;3760155;4981153;4649238;1557819;475757;    24.4;    32.3;    30.1;    10.1;     3.1;    60.2;    39.0;    21.1;    37.4;    36.1;    38.6;15424122;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;       .;6469;2109;4360;    2.35;248;69767;     4.5;190513;135675;54838;     3.5;96099;82195;13904;     0.9;1025;455
46;1996JJ00;15493889;7662289;7831600;15493889;6792423;7061695;878081;761690;15493889;3771609;4938040;4723368;1579397;481475;    24.3;    31.9;    30.5;    10.2;     3.1;    60.4;    39.0;    21.3;    37.6;    36.3;    38.8;15493889;12995174;2498715;    16.1;1327602;1171113;225088;86824;280615;271514;307072;1284106;522554;761552;140572;55808;179266;167248;218658;1214609;805048;409561;84516;31016;101349;104266;88414;6518;2124;4394;    2.34;247;73218;     4.7;189521;137561;51960;     3.3;108749;91945;16804;     1.1;4454;457
47;1997JJ00;15567107;7696803;7870304;15567107;6848973;7045382;881565;791187;15567107;3787364;4893195;4802709;1596420;487419;    24.3;    31.4;    30.9;    10.3;     3.1;    60.6;    39.1;    21.5;    37.7;    36.5;    39.0;15567107;13012818;2554289;    16.4;1333161;1221128;232841;88709;285524;279708;334346;1310705;524706;785999;142533;56366;179873;169034;238193;1243584;808455;435129;90308;32343;105651;110674;96153;6581;2158;4423;    2.33;242;87085;     5.6;192443;135783;56660;     3.6;109860;81973;27887;     1.8;2538;459
48;1998JJ00;15654192;7740074;7914118;15654192;6910940;7044539;882562;816151;15654192;3809170;4848625;4886678;1616527;493192;    24.3;    31.0;    31.2;    10.3;     3.2;    60.8;    39.1;    21.7;    37.9;    36.6;    39.1;15654192;13033792;2620400;    16.7;1341947;1278453;241982;92105;290467;289777;364122;1345719;529512;816207;145604;58203;180519;172416;259465;1274681;812435;462246;96378;33902;109948;117361;104657;6656;2201;4455;    2.32;237;106033;     6.8;199408;137482;61926;     3.9;122407;79289;43118;     2.7;989;462
49;1999JJ00;15760225;7793271;7966954;15760225;6980384;7058381;862537;858923;15760225;3839842;4809644;4979805;1634782;496152;    24.4;    30.5;    31.6;    10.4;     3.1;    61.0;    39.2;    21.8;    38.0;    36.8;    39.2;15760225;13060991;2699234;    17.1;1353199;1346035;252493;99130;296984;299662;397766;1390141;536380;853761;149469;63268;182467;175229;283328;1309093;816819;492274;103024;35862;114517;124433;114438;6745;2255;4491;    2.30;231;103725;     6.6;200445;140487;59958;     3.8;119151;78779;40372;     2.6;3395;465
50;2000JJ00;15863950;7846317;8017633;15863950;7048699;7071202;882071;861978;15863950;3873008;4761504;5076996;1652103;500339;    24.4;    30.0;    32.0;    10.4;     3.2;    61.2;    39.4;    21.9;    38.2;    37.0;    39.4;15863950;13088648;2775302;    17.5;1366535;1408767;262221;107197;302514;308890;427945;1431122;544890;886232;152540;69266;183249;177754;303423;1344180;821645;522535;109681;37931;119265;131136;124522;6801;2272;4529;    2.30;224;123125;     7.8;206619;140527;66092;     4.2;132850;78977;53873;     3.4;3160;468
51;2001JJ00;15987075;7909855;8077220;15987075;7138972;7079502;882162;886439;15987075;3908053;4727104;5177417;1657864;516637;    24.4;    29.6;    32.4;    10.4;     3.2;    61.4;    39.5;    22.0;    38.3;    37.1;    39.5;15987075;13116851;2870224;    18.0;1387036;1483188;272752;117089;308824;319600;464923;1488960;560403;928557;155669;76826;184737;181595;329730;1381264;826633;554631;117083;40263;124087;138005;135193;6867;2307;4560;    2.30;219;118210;     7.4;202603;140377;62226;     3.9;133404;82566;50838;     3.2;5146;472
52;2002JJ00;16105285;7971967;8133318;16105285;7241077;7063982;881876;918350;16105285;3940636;4685727;5280208;1667107;531607;    24.5;    29.1;    32.8;    10.4;     3.3;    61.6;    39.5;    22.1;    38.4;    37.3;    39.6;16105285;13140336;2964949;    18.4;1406596;1558353;284124;124870;315177;330709;503473;1547079;575379;971700;159605;82209;186262;185943;357681;1417870;831217;586653;124519;42661;128915;144766;145792;6934;2345;4589;    2.29;217;87287;     5.4;202083;142355;59728;     3.7;121250;96918;24332;     1.5;3227;475
53;2003JJ00;16192572;8015471;8177101;16192572;7321665;7052176;879742;938989;16192572;3968999;4624170;5378947;1676486;543970;    24.5;    28.6;    33.2;    10.4;     3.4;    61.9;    39.7;    22.2;    38.6;    37.4;    39.7;16192572;13153814;3038758;    18.8;1416156;1622602;295332;129312;320658;341400;535900;1585927;581361;1004566;163280;84395;187279;190219;379393;1452831;834795;618036;132052;44917;133379;151181;156507;6996;2384;4612;    2.28;215;65460;     4.0;200297;141936;58361;     3.6;104514;104831;-317;     0.0;7416;479
54;2004JJ00;16258032;8045914;8212118;16258032;7389408;7034504;877579;956541;16258032;3987557;4548566;5470755;1692856;558298;    24.5;    28.0;    33.6;    10.4;     3.4;    62.3;    39.8;    22.5;    38.7;    37.6;    39.8;16258032;13169880;3088152;    19.0;1419855;1668297;306219;130722;325281;351648;554427;1602730;581656;1021074;166464;84024;187990;194319;388277;1485422;838199;647223;139755;46698;137291;157329;166150;7049;2424;4625;    2.28;215;47494;     2.9;194007;136553;57454;     3.5;94019;110235;-16216;    -1.0;6256;481
55;2005JJ00;16305526;8065979;8239547;16305526;7450192;7002557;876605;976172;16305526;3987957;4467783;5561116;1715097;573573;    24.5;    27.4;    34.1;    10.5;     3.5;    62.6;    39.8;    22.8;    39.0;    37.9;    40.0;16305526;13182809;3122717;    19.2;1423675;1699042;315821;130538;329430;358846;564407;1606664;582278;1024386;168400;82321;188367;195678;389620;1516053;841397;674656;147421;48217;141063;163168;174787;7091;2449;4642;    2.27;213;28684;     1.8;187910;136402;51508;     3.2;92297;119725;-27428;    -1.7;4604;483
56;2006JJ00;16334210;8077407;8256803;16334210;7499312;6964100;874896;995902;16334210;3975626;4389840;5638285;1743443;587016;    24.3;    26.9;    34.5;    10.7;     3.6;    62.9;    39.6;    23.2;    39.2;    38.1;    40.3;16334210;13186595;3147615;    19.3;1427565;1720050;323239;129683;331890;364333;570905;1604259;584268;1019991;168504;80102;187483;195711;388191;1543356;843297;700059;154735;49581;144407;168622;182714;7146;2502;4644;    2.26;209;23782;     1.5;185057;135372;49685;     3.0;101150;132470;-31320;    -1.9;5417;483
57;2007JJ00;16357992;8088514;8269478;16357992;7543236;6927736;871565;1015455;16357992;3957103;4319136;5713401;1767510;600842;    24.2;    26.4;    34.9;    10.8;     3.7;    63.0;    39.4;    23.6;    39.5;    38.4;    40.5;16357992;13187586;3170406;    19.4;1431954;1738452;329493;129965;333504;368600;576890;1601194;586718;1014476;167893;78907;186025;195113;386538;1569212;845236;723976;161600;51058;147479;173487;190352;7191;2537;4654;    2.25;207;47407;     2.9;181336;133022;48314;     2.9;116819;122576;-5757;    -0.4;4850;484
58;2008JJ00;16405399;8112073;8293326;16405399;7601904;6898147;869611;1035737;16405399;3940450;4267063;5783060;1799337;615489;    24.0;    26.0;    35.3;    11.0;     3.8;    63.2;    39.2;    24.0;    39.7;    38.7;    40.7;16405399;13189983;3215416;    19.6;1449686;1765730;335127;131841;335799;372714;590249;1619314;602130;1017184;167063;78968;185284;194556;391313;1596102;847556;748546;168064;52873;150515;178158;198936;7242;2571;4671;    2.24;207;80388;     4.9;184634;135136;49498;     3.0;143516;117779;25737;     1.6;5153;486
59;2009JJ00;16485787;8156396;8329391;16485787;7680426;6882639;866808;1055914;16485787;3933585;4233861;5846526;1840607;631208;    23.9;    25.7;    35.5;    11.2;     3.8;    63.5;    39.0;    24.5;    39.9;    38.9;    40.9;16485787;13198081;3287706;    19.9;1478396;1809310;341528;134774;338678;378330;616000;1661505;627311;1034194;166774;79785;184961;195375;407299;1626201;851085;775116;174754;54989;153717;182955;208701;7313;2619;4693;    2.23;207;89202;     5.4;184915;134235;50680;     3.1;146378;111897;34481;     2.1;4041;489
60;2010JJ00;16574989;8203476;8371513;16574989;7701812;6875088;866945;1131144;16574989;3928334;4192772;5915555;1890334;647994;    23.7;    25.3;    35.7;    11.4;     3.9;    64.0;    38.9;    25.1;    40.1;    39.1;    41.1;16574989;13215386;3359603;    20.3;1501309;1858294;349005;138420;342279;383957;644633;1699751;644486;1055265;167305;81175;185089;196385;425311;1659852;856823;803029;181700;57245;157190;187572;219322;7386;2670;4717;    2.22;209;80810;     4.9;184397;136058;48339;     2.9;154432;121351;33081;     2.0;-610;491
61;2011JJ00;16655799;8243482;8412317;16655799;7773306;6864966;866497;1151030;16655799;3913819;4162599;5984435;1927399;667547;    23.5;    25.0;    35.9;    11.6;     4.0;    64.1;    38.6;    25.6;    40.3;    39.4;    41.3;16655799;13228780;3427019;    20.6;1527774;1899245;355883;141345;344734;388967;668316;1735217;665865;1069352;167607;81968;184453;197042;438282;1691802;861909;829893;188276;59377;160281;191925;230034;7444;2708;4736;    2.21;219;74549;     4.5;180060;135741;44319;     2.7;162962;133194;29768;     1.8;462;494
62;2012JJ00;16730348;8282871;8447477;16730348;7841334;6851016;865790;1172208;16730348;3894754;4141893;5977333;2030353;686015;    23.3;    24.8;    35.7;    12.1;     4.1;    65.3;    38.5;    26.8;    40.6;    39.6;    41.5;16730348;13236155;3494193;    20.9;1556542;1937651;362954;143992;346797;392923;690985;1772204;690203;1082001;168214;82693;183752;197107;450235;1721989;866339;855650;194740;61299;163045;195816;240750;7513;2762;4751;    2.20;219;49227;     2.9;175959;140813;35146;     2.1;158374;144491;13883;     0.8;198;496
63;2013JJ00;16779575;8307339;8472236;16779575;7895899;6823832;864180;1195664;16779575;3870773;4120358;5964099;2121525;702820;    23.1;    24.6;    35.5;    12.6;     4.2;    66.4;    38.4;    28.0;    40.8;    39.9;    41.7;16779575;13236494;3543081;    21.1;1576986;1966095;368838;145499;347631;395302;708825;1793189;706512;1086677;168117;82476;182342;196203;457539;1749892;870474;879418;200721;63023;165289;199099;251286;7569;2802;4767;    2.19;215;49714;     3.0;171341;141245;30096;     1.8;164772;145669;19103;     1.1;515;498
64;2014JJ00;16829289;8334385;8494904;16829289;7956499;6787029;863292;1222469;16829289;3846040;4117652;5946573;2201935;717089;    22.9;    24.5;    35.3;    13.1;     4.3;    67.2;    38.2;    29.0;    41.0;    40.1;    41.9;16829289;13234545;3594744;    21.4;1597160;1997584;374996;146855;348291;396414;731028;1818497;722766;1095731;168320;82148;180863;194759;469641;1776247;874394;901853;206676;64707;167428;201655;261387;7590;2804;4786;    2.18;250;71437;     4.2;175181;139223;35958;     2.1;182949;147862;35087;     2.1;392;500
65;2015JJ00;16900726;8372858;8527868;16900726;8031966;6753259;862705;1252796;16900726;3828059;4134447;5930535;2272709;734976;    22.7;    24.5;    35.1;    13.4;     4.3;    67.9;    38.0;    29.9;    41.3;    40.4;    42.1;16900726;13235405;3665321;    21.7;1626812;2038509;380755;148926;348662;396555;763611;1860977;747703;1113274;168451;82289;179236;192311;490987;1804344;879109;925235;212304;66637;169426;204244;272624;7665;2868;4797;    2.17;245;78394;     4.6;170510;147134;23376;     1.4;204615;149509;55106;     3.3;-88;502
66;2016JJ00;16979120;8417135;8561985;16979120;8112153;6727554;860883;1278530;16979120;3818499;4163702;5911611;2336560;748748;    22.5;    24.5;    34.8;    13.8;     4.4;    68.5;    37.9;    30.6;    41.5;    40.6;    42.3;16979120;13226829;3752291;    22.1;1655699;2096592;385761;150981;349022;397471;813357;1920877;772428;1148449;168336;82462;177720;190621;529310;1831414;883271;948143;217425;68519;171302;206850;284047;7721;2906;4814;    2.17;255;102387;     6.0;172520;148997;23523;     1.4;230739;151545;79194;     4.7;-330;504
67;2017JJ00;17081507;8475102;8606405;17081507;8201061;6718468;859720;1302258;17081507;3817173;4206639;5898035;2395385;764275;    22.3;    24.6;    34.5;    14.0;     4.5;    69.0;    37.8;    31.3;    41.6;    40.7;    42.5;17081507;13218754;3862753;    22.6;1689030;2173723;391088;153469;349978;400367;878821;2001175;801203;1199972;168536;82995;176801;190331;581309;1861578;887827;973751;222552;70474;173177;210036;297512;7794;2961;4833;    2.16;245;99577;     5.8;169836;150214;19622;     1.1;234957;154292;80665;     4.7;-710;507
68;2018JJ00;17181084;8527041;8654043;17181084;8287607;6710175;858676;1324626;17181084;3810656;4253083;5878229;2460202;778914;    22.2;    24.8;    34.2;    14.3;     4.5;    69.6;    37.6;    32.0;    41.8;    41.0;    42.6;17181084;13209225;3971859;    23.1;1729016;2242843;396539;157114;351681;404459;933050;2079329;836178;1243151;169018;84526;176412;191513;621682;1892530;892838;999692;227521;72588;175269;212946;311368;7858;2998;4860;    2.15;249;;;;;;;;;;;;510
