Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QA,""Live Animals"",""126"",""Lithuania"",""5111"",""Stocks"",""866"",""Cattle"",""2017"",""2017"",""Head"",""694752"","""",""Official data"""
"QA,""Live Animals"",""126"",""Lithuania"",""5112"",""Stocks"",""1057"",""Chickens"",""2017"",""2017"",""1000 Head"",""9917"","""",""Official data"""
"QA,""Live Animals"",""126"",""Lithuania"",""5112"",""Stocks"",""1068"",""Ducks"",""2017"",""2017"",""1000 Head"",""16"","""",""Official data"""
"QA,""Live Animals"",""126"",""Lithuania"",""5111"",""Stocks"",""1016"",""Goats"",""2017"",""2017"",""Head"",""13409"","""",""Official data"""
"QA,""Live Animals"",""126"",""Lithuania"",""5111"",""Stocks"",""1034"",""Pigs"",""2017"",""2017"",""Head"",""663915"","""",""Official data"""
"QA,""Live Animals"",""126"",""Lithuania"",""5111"",""Stocks"",""976"",""Sheep"",""2017"",""2017"",""Head"",""163565"","""",""Official data"""
"QA,""Live Animals"",""126"",""Lithuania"",""5112"",""Stocks"",""1079"",""Turkeys"",""2017"",""2017"",""1000 Head"",""146"","""",""Official data"""
"QA,""Live Animals"",""256"",""Luxembourg"",""5111"",""Stocks"",""866"",""Cattle"",""2017"",""2017"",""Head"",""202130"","""",""Official data"""
"QA,""Live Animals"",""256"",""Luxembourg"",""5112"",""Stocks"",""1057"",""Chickens"",""2017"",""2017"",""1000 Head"",""123"","""",""Official data"""
"QA,""Live Animals"",""256"",""Luxembourg"",""5111"",""Stocks"",""1016"",""Goats"",""2017"",""2017"",""Head"",""5406"","""",""Official data"""
"QA,""Live Animals"",""256"",""Luxembourg"",""5111"",""Stocks"",""1034"",""Pigs"",""2017"",""2017"",""Head"",""96761"","""",""Official data"""
"QA,""Live Animals"",""256"",""Luxembourg"",""5111"",""Stocks"",""976"",""Sheep"",""2017"",""2017"",""Head"",""8478"","""",""Official data"""
"QA,""Live Animals"",""134"",""Malta"",""5111"",""Stocks"",""866"",""Cattle"",""2017"",""2017"",""Head"",""14184"","""",""Official data"""
"QA,""Live Animals"",""134"",""Malta"",""5112"",""Stocks"",""1057"",""Chickens"",""2017"",""2017"",""1000 Head"",""956"",""Im"",""FAO data based on imputation methodology"""
"QA,""Live Animals"",""134"",""Malta"",""5112"",""Stocks"",""1068"",""Ducks"",""2017"",""2017"",""1000 Head"","""",""M"",""Data not available"""
"QA,""Live Animals"",""134"",""Malta"",""5111"",""Stocks"",""1016"",""Goats"",""2017"",""2017"",""Head"",""5160"","""",""Official data"""
"QA,""Live Animals"",""134"",""Malta"",""5111"",""Stocks"",""1034"",""Pigs"",""2017"",""2017"",""Head"",""34011"","""",""Official data"""
"QA,""Live Animals"",""134"",""Malta"",""5111"",""Stocks"",""976"",""Sheep"",""2017"",""2017"",""Head"",""11739"","""",""Official data"""
"QA,""Live Animals"",""134"",""Malta"",""5112"",""Stocks"",""1079"",""Turkeys"",""2017"",""2017"",""1000 Head"",""13"",""Im"",""FAO data based on imputation methodology"""
"QA,""Live Animals"",""273"",""Montenegro"",""5111"",""Stocks"",""866"",""Cattle"",""2017"",""2017"",""Head"",""87000"","""",""Official data"""
"QA,""Live Animals"",""273"",""Montenegro"",""5112"",""Stocks"",""1057"",""Chickens"",""2017"",""2017"",""1000 Head"",""824"",""Im"",""FAO data based on imputation methodology"""
"QA,""Live Animals"",""273"",""Montenegro"",""5111"",""Stocks"",""1016"",""Goats"",""2017"",""2017"",""Head"",""29000"","""",""Official data"""
"QA,""Live Animals"",""273"",""Montenegro"",""5111"",""Stocks"",""1034"",""Pigs"",""2017"",""2017"",""Head"",""25000"","""",""Official data"""
"QA,""Live Animals"",""273"",""Montenegro"",""5111"",""Stocks"",""976"",""Sheep"",""2017"",""2017"",""Head"",""189000"","""",""Official data"""
"QA,""Live Animals"",""150"",""Netherlands"",""5111"",""Stocks"",""866"",""Cattle"",""2017"",""2017"",""Head"",""4030000"","""",""Official data"""
"QA,""Live Animals"",""150"",""Netherlands"",""5112"",""Stocks"",""1057"",""Chickens"",""2017"",""2017"",""1000 Head"",""105184"","""",""Official data"""
"QA,""Live Animals"",""150"",""Netherlands"",""5112"",""Stocks"",""1068"",""Ducks"",""2017"",""2017"",""1000 Head"",""1009"","""",""Official data"""
"QA,""Live Animals"",""150"",""Netherlands"",""5111"",""Stocks"",""1016"",""Goats"",""2017"",""2017"",""Head"",""532870"","""",""Official data"""
"QA,""Live Animals"",""150"",""Netherlands"",""5111"",""Stocks"",""1034"",""Pigs"",""2017"",""2017"",""Head"",""12409000"","""",""Official data"""
"QA,""Live Animals"",""150"",""Netherlands"",""5111"",""Stocks"",""976"",""Sheep"",""2017"",""2017"",""Head"",""798830"","""",""Official data"""
"QA,""Live Animals"",""150"",""Netherlands"",""5112"",""Stocks"",""1079"",""Turkeys"",""2017"",""2017"",""1000 Head"",""671"","""",""Official data"""
"QA,""Live Animals"",""162"",""Norway"",""5111"",""Stocks"",""866"",""Cattle"",""2017"",""2017"",""Head"",""861012"","""",""Official data"""
"QA,""Live Animals"",""162"",""Norway"",""5112"",""Stocks"",""1057"",""Chickens"",""2017"",""2017"",""1000 Head"",""14480"","""",""Official data"""
"QA,""Live Animals"",""162"",""Norway"",""5112"",""Stocks"",""1068"",""Ducks"",""2017"",""2017"",""1000 Head"",""121"",""Im"",""FAO data based on imputation methodology"""
"QA,""Live Animals"",""162"",""Norway"",""5111"",""Stocks"",""1016"",""Goats"",""2017"",""2017"",""Head"",""62371"","""",""Official data"""
"QA,""Live Animals"",""162"",""Norway"",""5111"",""Stocks"",""1034"",""Pigs"",""2017"",""2017"",""Head"",""811047"","""",""Official data"""
"QA,""Live Animals"",""162"",""Norway"",""5111"",""Stocks"",""976"",""Sheep"",""2017"",""2017"",""Head"",""2393348"","""",""Official data"""
"QA,""Live Animals"",""162"",""Norway"",""5112"",""Stocks"",""1079"",""Turkeys"",""2017"",""2017"",""1000 Head"",""638"","""",""Official data"""
"QA,""Live Animals"",""173"",""Poland"",""5111"",""Stocks"",""866"",""Cattle"",""2017"",""2017"",""Head"",""6143083"","""",""Official data"""
"QA,""Live Animals"",""173"",""Poland"",""5112"",""Stocks"",""1057"",""Chickens"",""2017"",""2017"",""1000 Head"",""177640"","""",""Official data"""
"QA,""Live Animals"",""173"",""Poland"",""5112"",""Stocks"",""1068"",""Ducks"",""2017"",""2017"",""1000 Head"",""3181"","""",""Official data"""
"QA,""Live Animals"",""173"",""Poland"",""5111"",""Stocks"",""1016"",""Goats"",""2017"",""2017"",""Head"",""44204"","""",""Official data"""
"QA,""Live Animals"",""173"",""Poland"",""5111"",""Stocks"",""1034"",""Pigs"",""2017"",""2017"",""Head"",""11352719"","""",""Official data"""
"QA,""Live Animals"",""173"",""Poland"",""5111"",""Stocks"",""976"",""Sheep"",""2017"",""2017"",""Head"",""261224"","""",""Official data"""
"QA,""Live Animals"",""173"",""Poland"",""5112"",""Stocks"",""1079"",""Turkeys"",""2017"",""2017"",""1000 Head"",""12228"","""",""Official data"""
"QA,""Live Animals"",""174"",""Portugal"",""5111"",""Stocks"",""866"",""Cattle"",""2017"",""2017"",""Head"",""1670000"","""",""Official data"""
"QA,""Live Animals"",""174"",""Portugal"",""5112"",""Stocks"",""1057"",""Chickens"",""2017"",""2017"",""1000 Head"",""10183"",""Im"",""FAO data based on imputation methodology"""
"QA,""Live Animals"",""174"",""Portugal"",""5111"",""Stocks"",""1016"",""Goats"",""2017"",""2017"",""Head"",""340000"","""",""Official data"""
"QA,""Live Animals"",""174"",""Portugal"",""5111"",""Stocks"",""1034"",""Pigs"",""2017"",""2017"",""Head"",""2165000"","""",""Official data"""
"QA,""Live Animals"",""174"",""Portugal"",""5111"",""Stocks"",""976"",""Sheep"",""2017"",""2017"",""Head"",""2225000"","""",""Official data"""
"QA,""Live Animals"",""174"",""Portugal"",""5112"",""Stocks"",""1079"",""Turkeys"",""2017"",""2017"",""1000 Head"",""6400"",""F"",""FAO estimate"""
"QA,""Live Animals"",""146"",""Republic of Moldova"",""5111"",""Stocks"",""866"",""Cattle"",""2017"",""2017"",""Head"",""182300"","""",""Official data"""
"QA,""Live Animals"",""146"",""Republic of Moldova"",""5112"",""Stocks"",""1057"",""Chickens"",""2017"",""2017"",""1000 Head"",""37745"",""Im"",""FAO data based on imputation methodology"""
"QA,""Live Animals"",""146"",""Republic of Moldova"",""5111"",""Stocks"",""1016"",""Goats"",""2017"",""2017"",""Head"",""159200"","""",""Official data"""
"QA,""Live Animals"",""146"",""Republic of Moldova"",""5111"",""Stocks"",""1034"",""Pigs"",""2017"",""2017"",""Head"",""439000"","""",""Official data"""
"QA,""Live Animals"",""146"",""Republic of Moldova"",""5111"",""Stocks"",""976"",""Sheep"",""2017"",""2017"",""Head"",""710600"","""",""Official data"""
"QA,""Live Animals"",""146"",""Republic of Moldova"",""5112"",""Stocks"",""1079"",""Turkeys"",""2017"",""2017"",""1000 Head"",""121"",""Im"",""FAO data based on imputation methodology"""
"QA,""Live Animals"",""183"",""Romania"",""5111"",""Stocks"",""866"",""Cattle"",""2017"",""2017"",""Head"",""2049700"","""",""Official data"""
"QA,""Live Animals"",""183"",""Romania"",""5112"",""Stocks"",""1057"",""Chickens"",""2017"",""2017"",""1000 Head"",""79245"",""Im"",""FAO data based on imputation methodology"""
"QA,""Live Animals"",""183"",""Romania"",""5112"",""Stocks"",""1068"",""Ducks"",""2017"",""2017"",""1000 Head"",""4222"",""Im"",""FAO data based on imputation methodology"""
"QA,""Live Animals"",""183"",""Romania"",""5111"",""Stocks"",""1016"",""Goats"",""2017"",""2017"",""Head"",""1483100"","""",""Official data"""
"QA,""Live Animals"",""183"",""Romania"",""5111"",""Stocks"",""1034"",""Pigs"",""2017"",""2017"",""Head"",""4707700"","""",""Official data"""
"QA,""Live Animals"",""183"",""Romania"",""5111"",""Stocks"",""976"",""Sheep"",""2017"",""2017"",""Head"",""9875500"","""",""Official data"""
"QA,""Live Animals"",""183"",""Romania"",""5112"",""Stocks"",""1079"",""Turkeys"",""2017"",""2017"",""1000 Head"",""1001"",""Im"",""FAO data based on imputation methodology"""
"QA,""Live Animals"",""185"",""Russian Federation"",""5111"",""Stocks"",""866"",""Cattle"",""2017"",""2017"",""Head"",""18752531"","""",""Official data"""
"QA,""Live Animals"",""185"",""Russian Federation"",""5112"",""Stocks"",""1057"",""Chickens"",""2017"",""2017"",""1000 Head"",""497657"","""",""Official data"""
"QA,""Live Animals"",""185"",""Russian Federation"",""5112"",""Stocks"",""1068"",""Ducks"",""2017"",""2017"",""1000 Head"",""31097"","""",""Official data"""
"QA,""Live Animals"",""185"",""Russian Federation"",""5111"",""Stocks"",""1016"",""Goats"",""2017"",""2017"",""Head"",""2099357"","""",""Official data"""
"QA,""Live Animals"",""185"",""Russian Federation"",""5111"",""Stocks"",""1034"",""Pigs"",""2017"",""2017"",""Head"",""22027698"","""",""Official data"""
"QA,""Live Animals"",""185"",""Russian Federation"",""5111"",""Stocks"",""976"",""Sheep"",""2017"",""2017"",""Head"",""22744376"","""",""Official data"""
"QA,""Live Animals"",""185"",""Russian Federation"",""5112"",""Stocks"",""1079"",""Turkeys"",""2017"",""2017"",""1000 Head"",""2777"","""",""Official data"""
"QA,""Live Animals"",""272"",""Serbia"",""5111"",""Stocks"",""866"",""Cattle"",""2017"",""2017"",""Head"",""898650"","""",""Official data"""
"QA,""Live Animals"",""272"",""Serbia"",""5112"",""Stocks"",""1057"",""Chickens"",""2017"",""2017"",""1000 Head"",""16338"","""",""Official data"""
"QA,""Live Animals"",""272"",""Serbia"",""5112"",""Stocks"",""1068"",""Ducks"",""2017"",""2017"",""1000 Head"",""135"","""",""Official data"""
"QA,""Live Animals"",""272"",""Serbia"",""5111"",""Stocks"",""1016"",""Goats"",""2017"",""2017"",""Head"",""182558"","""",""Official data"""
"QA,""Live Animals"",""272"",""Serbia"",""5111"",""Stocks"",""1034"",""Pigs"",""2017"",""2017"",""Head"",""2910525"","""",""Official data"""
"QA,""Live Animals"",""272"",""Serbia"",""5111"",""Stocks"",""976"",""Sheep"",""2017"",""2017"",""Head"",""1704192"","""",""Official data"""
"QA,""Live Animals"",""272"",""Serbia"",""5112"",""Stocks"",""1079"",""Turkeys"",""2017"",""2017"",""1000 Head"",""157"","""",""Official data"""
"QA,""Live Animals"",""199"",""Slovakia"",""5111"",""Stocks"",""866"",""Cattle"",""2017"",""2017"",""Head"",""446112"","""",""Official data"""
"QA,""Live Animals"",""199"",""Slovakia"",""5112"",""Stocks"",""1057"",""Chickens"",""2017"",""2017"",""1000 Head"",""11806"","""",""Official data"""
"QA,""Live Animals"",""199"",""Slovakia"",""5112"",""Stocks"",""1068"",""Ducks"",""2017"",""2017"",""1000 Head"",""174"","""",""Official data"""
"QA,""Live Animals"",""199"",""Slovakia"",""5111"",""Stocks"",""1016"",""Goats"",""2017"",""2017"",""Head"",""36355"","""",""Official data"""
"QA,""Live Animals"",""199"",""Slovakia"",""5111"",""Stocks"",""1034"",""Pigs"",""2017"",""2017"",""Head"",""585843"","""",""Official data"""
"QA,""Live Animals"",""199"",""Slovakia"",""5111"",""Stocks"",""976"",""Sheep"",""2017"",""2017"",""Head"",""368896"","""",""Official data"""
"QA,""Live Animals"",""199"",""Slovakia"",""5112"",""Stocks"",""1079"",""Turkeys"",""2017"",""2017"",""1000 Head"",""126"","""",""Official data"""
"QA,""Live Animals"",""198"",""Slovenia"",""5111"",""Stocks"",""866"",""Cattle"",""2017"",""2017"",""Head"",""488598"","""",""Official data"""
"QA,""Live Animals"",""198"",""Slovenia"",""5112"",""Stocks"",""1057"",""Chickens"",""2017"",""2017"",""1000 Head"",""3639"","""",""Official data"""
"QA,""Live Animals"",""198"",""Slovenia"",""5112"",""Stocks"",""1068"",""Ducks"",""2017"",""2017"",""1000 Head"",""15"","""",""Official data"""
"QA,""Live Animals"",""198"",""Slovenia"",""5111"",""Stocks"",""1016"",""Goats"",""2017"",""2017"",""Head"",""22405"","""",""Official data"""
"QA,""Live Animals"",""198"",""Slovenia"",""5111"",""Stocks"",""1034"",""Pigs"",""2017"",""2017"",""Head"",""265744"","""",""Official data"""
"QA,""Live Animals"",""198"",""Slovenia"",""5111"",""Stocks"",""976"",""Sheep"",""2017"",""2017"",""Head"",""119845"","""",""Official data"""
"QA,""Live Animals"",""198"",""Slovenia"",""5112"",""Stocks"",""1079"",""Turkeys"",""2017"",""2017"",""1000 Head"",""156"","""",""Official data"""
"QA,""Live Animals"",""203"",""Spain"",""5111"",""Stocks"",""866"",""Cattle"",""2017"",""2017"",""Head"",""6465747"","""",""Official data"""
"QA,""Live Animals"",""203"",""Spain"",""5112"",""Stocks"",""1057"",""Chickens"",""2017"",""2017"",""1000 Head"",""137500"",""F"",""FAO estimate"""
"QA,""Live Animals"",""203"",""Spain"",""5111"",""Stocks"",""1016"",""Goats"",""2017"",""2017"",""Head"",""3059731"","""",""Official data"""
"QA,""Live Animals"",""203"",""Spain"",""5111"",""Stocks"",""1034"",""Pigs"",""2017"",""2017"",""Head"",""29971357"","""",""Official data"""
"QA,""Live Animals"",""203"",""Spain"",""5111"",""Stocks"",""976"",""Sheep"",""2017"",""2017"",""Head"",""15963107"","""",""Official data"""
"QA,""Live Animals"",""210"",""Sweden"",""5111"",""Stocks"",""866"",""Cattle"",""2017"",""2017"",""Head"",""1448590"","""",""Official data"""
"QA,""Live Animals"",""210"",""Sweden"",""5112"",""Stocks"",""1057"",""Chickens"",""2017"",""2017"",""1000 Head"",""9075"","""",""Official data"""
"QA,""Live Animals"",""210"",""Sweden"",""5111"",""Stocks"",""1034"",""Pigs"",""2017"",""2017"",""Head"",""138230"","""",""Official data"""
"QA,""Live Animals"",""210"",""Sweden"",""5111"",""Stocks"",""976"",""Sheep"",""2017"",""2017"",""Head"",""606080"","""",""Official data"""
"QA,""Live Animals"",""210"",""Sweden"",""5112"",""Stocks"",""1079"",""Turkeys"",""2017"",""2017"",""1000 Head"",""100"",""F"",""FAO estimate"""
"QA,""Live Animals"",""211"",""Switzerland"",""5111"",""Stocks"",""866"",""Cattle"",""2017"",""2017"",""Head"",""1544612"","""",""Official data"""
"QA,""Live Animals"",""211"",""Switzerland"",""5112"",""Stocks"",""1057"",""Chickens"",""2017"",""2017"",""1000 Head"",""11409"","""",""Official data"""
"QA,""Live Animals"",""211"",""Switzerland"",""5112"",""Stocks"",""1068"",""Ducks"",""2017"",""2017"",""1000 Head"",""4"","""",""Official data"""
"QA,""Live Animals"",""211"",""Switzerland"",""5111"",""Stocks"",""1016"",""Goats"",""2017"",""2017"",""Head"",""78146"","""",""Official data"""
"QA,""Live Animals"",""211"",""Switzerland"",""5111"",""Stocks"",""1034"",""Pigs"",""2017"",""2017"",""Head"",""1444591"","""",""Official data"""
"QA,""Live Animals"",""211"",""Switzerland"",""5111"",""Stocks"",""976"",""Sheep"",""2017"",""2017"",""Head"",""342419"","""",""Official data"""
"QA,""Live Animals"",""211"",""Switzerland"",""5112"",""Stocks"",""1079"",""Turkeys"",""2017"",""2017"",""1000 Head"",""77"","""",""Official data"""
"QA,""Live Animals"",""154"",""North Macedonia"",""5111"",""Stocks"",""866"",""Cattle"",""2017"",""2017"",""Head"",""255036"","""",""Official data"""
"QA,""Live Animals"",""154"",""North Macedonia"",""5112"",""Stocks"",""1057"",""Chickens"",""2017"",""2017"",""1000 Head"",""1840"","""",""Official data"""
"QA,""Live Animals"",""154"",""North Macedonia"",""5111"",""Stocks"",""1016"",""Goats"",""2017"",""2017"",""Head"",""107466"","""",""Official data"""
"QA,""Live Animals"",""154"",""North Macedonia"",""5111"",""Stocks"",""1034"",""Pigs"",""2017"",""2017"",""Head"",""202197"","""",""Official data"""
"QA,""Live Animals"",""154"",""North Macedonia"",""5111"",""Stocks"",""976"",""Sheep"",""2017"",""2017"",""Head"",""724555"","""",""Official data"""
"QA,""Live Animals"",""230"",""Ukraine"",""5111"",""Stocks"",""866"",""Cattle"",""2017"",""2017"",""Head"",""3682300"","""",""Official data"""
"QA,""Live Animals"",""230"",""Ukraine"",""5112"",""Stocks"",""1057"",""Chickens"",""2017"",""2017"",""1000 Head"",""184336"","""",""Official data"""
"QA,""Live Animals"",""230"",""Ukraine"",""5112"",""Stocks"",""1068"",""Ducks"",""2017"",""2017"",""1000 Head"",""10876"","""",""Official data"""
"QA,""Live Animals"",""230"",""Ukraine"",""5111"",""Stocks"",""1016"",""Goats"",""2017"",""2017"",""Head"",""595900"","""",""Official data"""
"QA,""Live Animals"",""230"",""Ukraine"",""5111"",""Stocks"",""1034"",""Pigs"",""2017"",""2017"",""Head"",""6669100"","""",""Official data"""
"QA,""Live Animals"",""230"",""Ukraine"",""5111"",""Stocks"",""976"",""Sheep"",""2017"",""2017"",""Head"",""718900"","""",""Official data"""
"QA,""Live Animals"",""230"",""Ukraine"",""5112"",""Stocks"",""1079"",""Turkeys"",""2017"",""2017"",""1000 Head"",""1575"","""",""Official data"""
"QA,""Live Animals"",""229"",""United Kingdom"",""5111"",""Stocks"",""866"",""Cattle"",""2017"",""2017"",""Head"",""10004000"","""",""Official data"""
"QA,""Live Animals"",""229"",""United Kingdom"",""5112"",""Stocks"",""1057"",""Chickens"",""2017"",""2017"",""1000 Head"",""171000"","""",""Official data"""
"QA,""Live Animals"",""229"",""United Kingdom"",""5112"",""Stocks"",""1068"",""Ducks"",""2017"",""2017"",""1000 Head"",""2315"","""",""Official data"""
"QA,""Live Animals"",""229"",""United Kingdom"",""5111"",""Stocks"",""1016"",""Goats"",""2017"",""2017"",""Head"",""104000"","""",""Official data"""
"QA,""Live Animals"",""229"",""United Kingdom"",""5111"",""Stocks"",""1034"",""Pigs"",""2017"",""2017"",""Head"",""4969000"","""",""Official data"""
"QA,""Live Animals"",""229"",""United Kingdom"",""5111"",""Stocks"",""976"",""Sheep"",""2017"",""2017"",""Head"",""34832000"","""",""Official data"""
"QA,""Live Animals"",""229"",""United Kingdom"",""5112"",""Stocks"",""1079"",""Turkeys"",""2017"",""2017"",""1000 Head"",""4100"","""",""Official data"""
"QA,""Live Animals"",""5400"",""Europe"",""5111"",""Stocks"",""866"",""Cattle"",""2017"",""2017"",""Head"",""121395816"",""A"",""Aggregate, may include official, semi-official, estimated or calculated data"""
"QA,""Live Animals"",""5400"",""Europe"",""5112"",""Stocks"",""1057"",""Chickens"",""2017"",""2017"",""1000 Head"",""2223627"",""A"",""Aggregate, may include official, semi-official, estimated or calculated data"""
"QA,""Live Animals"",""5400"",""Europe"",""5112"",""Stocks"",""1068"",""Ducks"",""2017"",""2017"",""1000 Head"",""88419"",""A"",""Aggregate, may include official, semi-official, estimated or calculated data"""
"QA,""Live Animals"",""5400"",""Europe"",""5111"",""Stocks"",""1016"",""Goats"",""2017"",""2017"",""Head"",""19290067"",""A"",""Aggregate, may include official, semi-official, estimated or calculated data"""
"QA,""Live Animals"",""5400"",""Europe"",""5111"",""Stocks"",""1034"",""Pigs"",""2017"",""2017"",""Head"",""185635057"",""A"",""Aggregate, may include official, semi-official, estimated or calculated data"""
"QA,""Live Animals"",""5400"",""Europe"",""5111"",""Stocks"",""976"",""Sheep"",""2017"",""2017"",""Head"",""132168743"",""A"",""Aggregate, may include official, semi-official, estimated or calculated data"""
"QA,""Live Animals"",""5400"",""Europe"",""5112"",""Stocks"",""1079"",""Turkeys"",""2017"",""2017"",""1000 Head"",""97548"",""A"",""Aggregate, may include official, semi-official, estimated or calculated data"""
